Scraped At,Section,Subcategory,Product Name,Price,Rating,Image URL,Product URL,Page
2026-02-11 10:37:27,Accessories,"Helmets & Accessories
32",LXMI Aluminium Cable Lock For Helmet & Bicycle (Thin) Multicolour Cable Type Helmet Lock - Key Lock,Rs. 210,,https://g.sdlcdn.com/imgs/k/y/6/LXMI-Aluminium-Cable-Lock-For-SDL450772020-1-4c67f.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/lxmi-aluminium-cable-lock-for/652622770507#bcrumbSearch:accessories|bcrumbLabelId:2354,1
2026-02-11 10:37:27,Accessories,"Helmets & Accessories
32",Villy™ Multicolour Cable Type Helmet Lock - Non-Resettable Number Lock,Rs. 196,4.0,,https://www.snapdeal.com/product/villy-multicolour-cable-type-helmet/631291100032#bcrumbSearch:accessories|bcrumbLabelId:2354,1
2026-02-11 10:37:27,Accessories,"Helmets & Accessories
32",OMLITE Cable Type Helmet Lock - Non-Resettable Number Lock,Rs. 268,,,https://www.snapdeal.com/product/omlite-cable-type-helmet-lock/675672293942#bcrumbSearch:accessories|bcrumbLabelId:2354,1
2026-02-11 10:37:32,Accessories,"Car & Vehicle Electronics
407",SHB Electronics Accessory For Car 0.1 m ( Pack of 1 ),Rs. 314,4.0,https://g.sdlcdn.com/imgs/k/v/f/SHB-Electronics-Accessory-For-Car-SDL743973987-1-43740.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/shb-electronics-accessory-for-car/685125906459#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:32,Accessories,"Car & Vehicle Electronics
407",Selifaur Electronics Accessory For Car 2 m ( Pack of 1 ),Rs. 538,5.0,https://g.sdlcdn.com/imgs/k/8/k/Selifaur-Electronics-Accessory-For-Car-SDL382881835-1-24810.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/selifaur-electronics-accessory-for-car/627233999294#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:32,Accessories,"Car & Vehicle Electronics
407",Right Traders Metallic Cable For Car 0.2 m ( Pack of 1 ),Rs. 187,5.0,https://g.sdlcdn.com/imgs/l/c/0/Right-Traders-Metallic-Cable-For-SDL790822311-1-41215.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/right-traders-metallic-cable-for/652995668991#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:32,Accessories,"Car & Vehicle Electronics
407",Bentag - Electronics Accessory For Car 0.1 m ( Pack of 2 ),Rs. 173,,https://g.sdlcdn.com/imgs/k/p/g/Bentag-Electronics-Accessory-For-Car-SDL094942551-1-184ab.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/bentag-electronics-accessory-for-car/641315151454#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:32,Accessories,"Car & Vehicle Electronics
407",bestrix Metallic Cable For Car 0.2 m ( Pack of 1 ),Rs. 221,,https://g.sdlcdn.com/imgs/k/8/k/bestrix-Metallic-Cable-For-Car-SDL174256474-1-00d0d.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/bestrix-metallic-cable-for-car/641575778565#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:32,Accessories,"Car & Vehicle Electronics
407",Selifaur Electronics Accessory For Car 2 m ( Pack of 1 ),Rs. 538,,https://g.sdlcdn.com/imgs/k/8/k/Selifaur-Electronics-Accessory-For-Car-SDL124866359-1-c6614.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/selifaur-electronics-accessory-for-car/656429817572#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:32,Accessories,"Car & Vehicle Electronics
407",Selifaur Electronics Accessory For Car 2 m ( Pack of 1 ),Rs. 538,,https://g.sdlcdn.com/imgs/k/8/k/Selifaur-Electronics-Accessory-For-Car-SDL789174712-1-a4def.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/selifaur-electronics-accessory-for-car/674465741788#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:32,Accessories,"Car & Vehicle Electronics
407",Selifaur Electronics Accessory For Car 2 m ( Pack of 1 ),Rs. 538,,https://g.sdlcdn.com/imgs/k/8/k/Selifaur-Electronics-Accessory-For-Car-SDL332157808-1-4ae57.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/selifaur-electronics-accessory-for-car/633192058864#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:33,Accessories,"Car & Vehicle Electronics
407",Selifaur Electronics Accessory For Car 2 m ( Pack of 1 ),Rs. 538,,,https://www.snapdeal.com/product/selifaur-electronics-accessory-for-car/633484137079#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:33,Accessories,"Car & Vehicle Electronics
407",Selifaur Electronics Accessory For Car 2 m ( Pack of 1 ),Rs. 538,,,https://www.snapdeal.com/product/selifaur-electronics-accessory-for-car/634256980514#bcrumbSearch:accessories|bcrumbLabelId:46102487,1
2026-02-11 10:37:38,Accessories,"Car Fresheners & Purifiers
4",PAMINGTON Lavender Car Air Freshener | Car Perfume last upto 60 Days | IFRA Compliant Car Accessories | 10ml,Rs. 186,4.5,https://g.sdlcdn.com/imgs/k/5/6/PAMINGTON-Car-Perfume-for-Hanging-SDL190233577-1-9ee08.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/pamington-car-perfume-for-hanging/674256496054#bcrumbSearch:accessories|bcrumbLabelId:46102565,1
2026-02-11 10:37:38,Accessories,"Car Fresheners & Purifiers
4","PAMINGTON Sandalwood, Musk, Oud - Pack of 3 Car Air Freshener | Car Perfume last upto 60 Days | Car Accessories - 30ml",Rs. 487,4.3,https://g.sdlcdn.com/imgs/k/5/6/PAMINGTON-Car-Perfume-for-Hanging-SDL206182706-1-28294.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/pamington-car-perfume-for-hanging/619231684202#bcrumbSearch:accessories|bcrumbLabelId:46102565,1
2026-02-11 10:37:38,Accessories,"Car Fresheners & Purifiers
4",PAMINGTON Rose Car Air Freshener | Car Perfume last upto 60 Days | IFRA Compliant Car Accessories | 10ml,Rs. 186,3.7,https://g.sdlcdn.com/imgs/k/5/6/PAMINGTON-Car-Perfume-for-Hanging-SDL199101277-1-30325.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/pamington-car-perfume-for-hanging/628147471163#bcrumbSearch:accessories|bcrumbLabelId:46102565,1
2026-02-11 10:37:38,Accessories,"Car Fresheners & Purifiers
4",PAMINGTON Musk Car Air Freshener | Car Perfume last upto 60 Days | IFRA Compliant Car Accessories | 10ml,Rs. 185,5.0,https://g.sdlcdn.com/imgs/k/5/6/PAMINGTON-Car-Perfume-for-Hanging-SDL196248962-1-92543.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/pamington-car-perfume-for-hanging/685463742490#bcrumbSearch:accessories|bcrumbLabelId:46102565,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,Blubby Multi Clutcher ( Pack of 1 ),Rs. 213,4.0,https://g.sdlcdn.com/imgs/k/7/o/Blubby-Multi-Clutcher-Pack-of-SDL566681677-1-b6caf.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/blubby-multi-clutcher-pack-of/654875721473#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,Rhosyn Gold Women's Hair Clip ( Pack of 1 ),Rs. 183,4.3,https://g.sdlcdn.com/imgs/k/4/1/Rhosyn-Gold-Women-s-Hair-SDL289649152-1-59a04.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/rhosyn-gold-womens-hair-clip/629139966627#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,FOK Brown Casual Hair Extension,Rs. 185,4.2,https://g.sdlcdn.com/imgs/j/w/j/FOK-Brown-Casual-Hair-Extension-SDL887484086-1-45d3a.jpeg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fok-brown-casual-hair-extension/668111850784#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,Medbuddy Gold Girls Clutcher ( Pack of 1 ),Rs. 183,4.4,https://g.sdlcdn.com/imgs/k/8/6/Medbuddy-Gold-Girls-Clutcher-Pack-SDL660431160-1-9d04b.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/medbuddy-gold-girls-clutcher-pack/6917529714680791300#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,Star Management Yellow Hair Claw ( Pack of 3 ),Rs. 116,,https://g.sdlcdn.com/imgs/l/f/u/Star-Management-Yellow-Hair-Claw-SDL164665663-1-2c402.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/star-management-yellow-hair-claw/633327764915#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,"LYKAA Red,Gold Hair Pin ( Pack of 1 )",Rs. 270,4.5,https://g.sdlcdn.com/imgs/l/a/t/LYKAA-Red-Gold-Hair-Pin-SDL171239824-1-ecad7.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/lykaa-redgold-hair-pin-pack/653102796549#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,FOK Brown Formal Hair Extension Wig,Rs. 185,3.8,https://g.sdlcdn.com/imgs/h/m/c/FOK-Brown-Formal-Hair-Extension-SDL968717487-1-10109.jpeg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fok-brown-formal-hair-extension/655378402185#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,Medbuddy Gold Girls Clutcher ( Pack of 1 ),Rs. 183,4.1,https://g.sdlcdn.com/imgs/k/9/m/Medbuddy-Gold-Girls-Clutcher-Pack-SDL682466704-1-10671.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/medbuddy-gold-girls-clutcher-pack/653151851727#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,VSAKSH Women's Brown Party Hair Bun,Rs. 221,3.7,,https://www.snapdeal.com/product/vsaksh-brown-party-hair-bun/626582689323#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:45,Accessories,Fashion Accessories,Sushil Multi Fashion Comb ( Pack of 8 ),Rs. 225,,,https://www.snapdeal.com/product/sushil-multi-fashion-comb-pack/657229687066#bcrumbSearch:accessories|bcrumbLabelId:481,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103",Blubby Multi Clutcher ( Pack of 1 ),Rs. 213,4.0,https://g.sdlcdn.com/imgs/k/7/o/Blubby-Multi-Clutcher-Pack-of-SDL566681677-1-b6caf.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/blubby-multi-clutcher-pack-of/654875721473#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103",Rhosyn Gold Women's Hair Clip ( Pack of 1 ),Rs. 183,4.3,https://g.sdlcdn.com/imgs/k/4/1/Rhosyn-Gold-Women-s-Hair-SDL289649152-1-59a04.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/rhosyn-gold-womens-hair-clip/629139966627#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103",FOK Brown Formal Hair Extension Wig,Rs. 185,3.8,https://g.sdlcdn.com/imgs/h/m/c/FOK-Brown-Formal-Hair-Extension-SDL968717487-1-10109.jpeg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fok-brown-formal-hair-extension/655378402185#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103","Messy Bun Artificial Hair Scrunchies, Rubber Band-1Pc(Brown)",Rs. 181,4.2,https://g.sdlcdn.com/imgs/k/z/o/LYKAA-Brown-Women-s-Hair-SDL016352524-1-ad19b.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/lykaa-brown-womens-hair-bun/635788004107#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103",Star Management Yellow Hair Claw ( Pack of 3 ),Rs. 116,,https://g.sdlcdn.com/imgs/l/f/u/Star-Management-Yellow-Hair-Claw-SDL164665663-1-2c402.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/star-management-yellow-hair-claw/633327764915#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103",Medbuddy Gold Girls Clutcher ( Pack of 1 ),Rs. 183,4.4,https://g.sdlcdn.com/imgs/k/8/6/Medbuddy-Gold-Girls-Clutcher-Pack-SDL660431160-1-9d04b.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/medbuddy-gold-girls-clutcher-pack/6917529714680791300#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103",FOK Brown Casual Hair Extension,Rs. 185,4.2,https://g.sdlcdn.com/imgs/j/w/j/FOK-Brown-Casual-Hair-Extension-SDL887484086-1-45d3a.jpeg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fok-brown-casual-hair-extension/668111850784#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103",VSAKSH Women's Brown Party Hair Bun,Rs. 221,3.7,https://g.sdlcdn.com/imgs/j/u/b/VSAKSH-Brown-Party-Hair-Bun-SDL199732556-1-29a2f.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/vsaksh-brown-party-hair-bun/626582689323#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103",Medbuddy Gold Girls Clutcher ( Pack of 1 ),Rs. 183,4.1,,https://www.snapdeal.com/product/medbuddy-gold-girls-clutcher-pack/653151851727#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:51,Accessories,"Women'S Accessories
19103",Sushil Multi Fashion Comb ( Pack of 8 ),Rs. 225,,,https://www.snapdeal.com/product/sushil-multi-fashion-comb-pack/657229687066#bcrumbSearch:accessories|bcrumbLabelId:2758,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",Loopa - Black Leather Men's Formal Belt ( Pack of 1 ),Rs. 174,4.1,https://g.sdlcdn.com/imgs/k/p/i/Loopa-Black-Leather-Men-s-SDL344530276-1-bf880.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/loopa-black-leather-mens-formal/634014569693#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",RAGE GAZE - Brown PU Men's Regular Wallet ( Pack of 1 ),Rs. 139,4.0,https://g.sdlcdn.com/imgs/k/4/z/RAGE-GAZE-Brown-PU-Men-SDL512015509-1-fb556.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/rage-gaze-pu-brown-casual/632657477424#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",Clock21 - Black Leather Men's Casual Belt ( Pack of 1 ),Rs. 193,4.1,https://g.sdlcdn.com/imgs/k/t/c/Clock21-Black-Leather-Men-s-SDL982323631-1-81f0f.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/clock21-black-leather-mens-formal/637813696220#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",Infispace Black Cotton Men's Cap ( Pack of 1 ),Rs. 151,4.2,https://g.sdlcdn.com/imgs/k/z/j/Infispace-Black-Cotton-Men-s-SDL016491519-1-6a6ff.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/infispace-red-cotton-mens-cap/5188147436027315212#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",Kastner - Brown Synthetic Men's Formal Belt ( Pack of 1 ),Rs. 243,3.8,https://g.sdlcdn.com/imgs/k/7/4/Kastner-Brown-Synthetic-Men-s-SDL001034429-1-a114c.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/kastner-brown-synthetic-mens-formal/621152522828#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",Amor Benison PU Brown Casual Regular Wallet,Rs. 183,4.0,https://g.sdlcdn.com/imgs/j/e/5/Amor-Benison-PU-Brown-Casual-SDL462050958-1-6eb1f.jpeg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/amor-benison-pu-brown-casual/656780311293#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",VAMEAR EXCLUSIVE - Black Leather Men's Casual Belt ( Pack of 1 ),Rs. 187,,https://g.sdlcdn.com/imgs/l/a/5/VAMEAR-EXCLUSIVE-Black-Leather-Men-SDL373287773-1-f5284.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/vamear-exclusive-black-leather-mens/622541154993#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",BAYEMA - Brown Synthetic Men's Formal Belt ( Pack of 1 ),Rs. 239,3.9,https://g.sdlcdn.com/imgs/l/c/f/BAYEMA-Brown-Synthetic-Men-s-SDL643057386-1-b219d.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/bayema-black-synthetic-mens-formal/656295493089#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",GRACE'N GOLD - Black Leather Men's Casual Belt ( Pack of 1 ),Rs. 167,4.1,,https://www.snapdeal.com/product/gracen-gold-black-leather-mens/662332618190#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:37:57,Accessories,"Men'S Accessories
33084",WILDSTUFF - Brown Leather Men's Casual Belt ( Pack of 1 ),Rs. 187,,,https://www.snapdeal.com/product/wildstuff-brown-leather-mens-casual/638385911805#bcrumbSearch:accessories|bcrumbLabelId:3162,1
2026-02-11 10:43:06,Footwear,Footwear,AROTEK Grey Men's Daily Slipper,Rs. 191,4.3,https://g.sdlcdn.com/imgs/l/a/g/AROTEK-Grey-Men-s-Daily-SDL892096973-1-57e53.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/arotek-grey-mens-daily-slipper/664150090808#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:06,Footwear,Footwear,Xtoon Grey Men's Outdoor Shoes,Rs. 498,3.7,https://g.sdlcdn.com/imgs/k/x/q/Xtoon-Grey-Men-s-Outdoor-SDL797293333-1-384e9.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/xtoon-grey-mens-outdoor-shoes/664057051788#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:06,Footwear,Footwear,Liberty - Black Leather Daily Slipper,Rs. 769,4.5,https://g.sdlcdn.com/imgs/j/e/m/Liberty-Black-Thong-Flip-Flop-SDL860484357-1-60b77.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/liberty-black-thong-flip-flop/638700328840#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:06,Footwear,Footwear,Stylestry Black Women's Flats,Rs. 423,4.0,https://g.sdlcdn.com/imgs/k/z/t/Stylestry-Black-Women-s-Flats-SDL928882651-1-9230e.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/stylestry-black-womens-flats/672921904889#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:06,Footwear,Footwear,KARADDI Black Women's Mules Heels,Rs. 444,4.1,https://g.sdlcdn.com/imgs/k/w/q/KARADDI-Black-Women-s-Mules-SDL170802354-1-0d4f7.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/karaddi-brown-womens-mules-heels/5764608171614645705#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:06,Footwear,Footwear,Cozy Wear Brown Men's Daily Slipper,Rs. 193,4.1,https://g.sdlcdn.com/imgs/k/3/f/Cozy-Wear-Brown-Men-s-SDL012830525-1-aea7b.JPG?w=220&h=258&sharp=7,https://www.snapdeal.com/product/cozy-wear-brown-mens-daily/6917529705592538103#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:06,Footwear,Footwear,KATENIA - Black Men's Oxford Formal Shoes,Rs. 528,4.2,https://g.sdlcdn.com/imgs/k/m/g/KATENIA-Black-Men-s-Oxford-SDL866092591-1-b8b87.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/katenia-black-mens-oxford-formal/679226453198#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:07,Footwear,Footwear,FUSEOWL Maroon Women's Flip Flop,Rs. 171,4.2,https://g.sdlcdn.com/imgs/k/y/y/FUSEOWL-Maroon-Women-s-Flip-SDL657286690-1-b6bb8.jpeg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fuseowl-maroon-womens-flip-flop/623019124415#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:07,Footwear,Footwear,PERY PAO Blue Men's Slide Flip Flop,Rs. 226,4.1,,https://www.snapdeal.com/product/pery-pao-blue-mens-slide/619453211136#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:07,Footwear,Footwear,Stylestry Black Women's Casual Ballerinas,Rs. 518,4.2,,https://www.snapdeal.com/product/stylestry-black-womens-casual-ballerinas/657057842822#bcrumbSearch:footwear|bcrumbLabelId:4583,1
2026-02-11 10:43:11,Footwear,"Women'S Footwear
20932",Citipiti ind. Green Women's Flats,Rs. 208,4.3,https://g.sdlcdn.com/imgs/l/c/s/Citipiti-ind-Green-Women-s-SDL810879002-1-a25ce.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/citipiti-ind-green-womens-flats/630619963366#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:11,Footwear,"Women'S Footwear
20932",Altek Peach Women's Slip On Heels,Rs. 490,4.3,https://g.sdlcdn.com/imgs/l/b/f/Altek-Peach-Women-s-Slip-SDL831685086-1-82c31.JPG?w=220&h=258&sharp=7,https://www.snapdeal.com/product/altek-peach-womens-slip-on/6917529713677718655#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:12,Footwear,"Women'S Footwear
20932",FUSEOWL Maroon Women's Flip Flop,Rs. 171,4.2,https://g.sdlcdn.com/imgs/k/y/y/FUSEOWL-Maroon-Women-s-Flip-SDL657286690-1-b6bb8.jpeg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/fuseowl-maroon-womens-flip-flop/623019124415#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:12,Footwear,"Women'S Footwear
20932",Stylestry Black Women's Casual Ballerinas,Rs. 518,4.2,https://g.sdlcdn.com/imgs/k/0/7/Stylestry-Black-Women-s-Casual-SDL434663219-1-5481b.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/stylestry-black-womens-casual-ballerinas/657057842822#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:12,Footwear,"Women'S Footwear
20932",Lenon Shoe Cleaner,Rs. 313,,https://g.sdlcdn.com/imgs/k/y/w/Lenon-Shoe-Cleaner-SDL795273021-1-4d64b.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/lenon-shoe-cleaner/648537398252#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:12,Footwear,"Women'S Footwear
20932",Shoetopia Black Women's Flats,Rs. 518,4.1,https://g.sdlcdn.com/imgs/k/1/v/Shoetopia-Black-Women-s-Flats-SDL035411462-1-78b99.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/shoetopia-black-womens-flats/674063147197#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:12,Footwear,"Women'S Footwear
20932",SHARUJA Black Height Increasing Insoles,Rs. 319,4.0,https://g.sdlcdn.com/imgs/k/x/p/SHARUJA-Black-Height-Increasing-Insoles-SDL056652263-1-63f41.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/sharuja-black-height-increasing-insoles/684754414237#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:12,Footwear,"Women'S Footwear
20932",Citipiti ind. Gray Women's Flats,Rs. 208,4.4,https://g.sdlcdn.com/imgs/l/c/s/Citipiti-ind-Gray-Women-s-SDL699833876-1-856e8.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/citipiti-ind-gray-womens-flats/642176832573#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:12,Footwear,"Women'S Footwear
20932",PM Traders Black Women's Flats,Rs. 406,4.1,,https://www.snapdeal.com/product/pm-traders-black-womens-flats/671595122782#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:12,Footwear,"Women'S Footwear
20932",KHADIM Beige Flats,Rs. 480,4.3,,https://www.snapdeal.com/product/khadims-beige-flats/638611114984#bcrumbSearch:footwear|bcrumbLabelId:227,1
2026-02-11 10:43:17,Footwear,"Men'S Footwear
25138",AROTEK Grey Men's Daily Slipper,Rs. 191,4.3,https://g.sdlcdn.com/imgs/l/a/g/AROTEK-Grey-Men-s-Daily-SDL892096973-1-57e53.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/arotek-grey-mens-daily-slipper/664150090808#bcrumbSearch:footwear|bcrumbLabelId:18,1
2026-02-11 10:43:17,Footwear,"Men'S Footwear
25138",Xtoon Grey Men's Outdoor Shoes,Rs. 498,3.7,https://g.sdlcdn.com/imgs/k/x/q/Xtoon-Grey-Men-s-Outdoor-SDL797293333-1-384e9.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/xtoon-grey-mens-outdoor-shoes/664057051788#bcrumbSearch:footwear|bcrumbLabelId:18,1
2026-02-11 10:43:17,Footwear,"Men'S Footwear
25138",Liberty - Black Leather Daily Slipper,Rs. 769,4.5,https://g.sdlcdn.com/imgs/j/e/m/Liberty-Black-Thong-Flip-Flop-SDL860484357-1-60b77.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/liberty-black-thong-flip-flop/638700328840#bcrumbSearch:footwear|bcrumbLabelId:18,1
2026-02-11 10:43:17,Footwear,"Men'S Footwear
25138",KATENIA - Black Men's Oxford Formal Shoes,Rs. 528,4.2,https://g.sdlcdn.com/imgs/k/m/g/KATENIA-Black-Men-s-Oxford-SDL866092591-1-b8b87.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/katenia-black-mens-oxford-formal/679226453198#bcrumbSearch:footwear|bcrumbLabelId:18,1
2026-02-11 10:43:17,Footwear,"Men'S Footwear
25138",hanuco Height Increasing Insoles,Rs. 296,4.2,https://g.sdlcdn.com/imgs/l/b/m/hanuco-Height-Increasing-Insoles-SDL871901066-1-1c180.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/hanuco-height-increasing-insoles/630881449671#bcrumbSearch:footwear|bcrumbLabelId:18,1
2026-02-11 10:43:17,Footwear,"Men'S Footwear
25138",Cozy Wear Brown Men's Daily Slipper,Rs. 193,4.1,https://g.sdlcdn.com/imgs/k/3/f/Cozy-Wear-Brown-Men-s-SDL012830525-1-aea7b.JPG?w=220&h=258&sharp=7,https://www.snapdeal.com/product/cozy-wear-brown-mens-daily/6917529705592538103#bcrumbSearch:footwear|bcrumbLabelId:18,1
